ID,Year,Loan Limit,Gender,Approved in Advance,Loan Type,Loan Purpose,Credit Worthiness,Open Credit,Business Or Commercial,Loan Amount,Rate of Interest,Interest rate spread,Upfront charges,Term(months),Negative Ammortization,Interest Only,Lump Sum Payment,Property Value,Construction Type,Occupancy Type,Secured by,Total Units,Income,Credit Type,Credit Score,Co-applicant Credit Type,Min Age,Max Age,Submission of Application,Loan to Value,Region,Default Status,Debt-to-Income Ratio,LTV Risk Bucket,Credit Score Bucket,i
62732,2019,Conforming Loan,Joint,Not Pre-Approved,Federal Housing Administration,Refinancing,Non-Standard,No,Yes,"$596,500.00",4.63%,1.0186,$0.00,360,No,No,No,"$708,000.00",Site-Built,Principal Residence,home,1U,"$12,180.00",CIB,573,EXP,55,,No,84.25141243,North,No,43,High,Poor ,
138394,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$616,500.00",3.63%,-0.0133,$0.00,360,Yes,Yes,No,"$958,000.00",Site-Built,Principal Residence,home,1U,"$6,300.00",EXP,635,CIB,25,,No,64.35281837,South,No,46,Moderate,Fair,
131742,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$676,500.00",4.25%,-0.2256,$0.00,360,No,No,No,"$1,088,000.00",Site-Built,Principal Residence,home,1U,"$16,860.00",EXP,726,EXP,45,,No,62.17830882,South,No,30,Moderate,Good ,
137284,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$176,500.00",4.99%,0.7497,"$3,823.00",360,Yes,No,No,"$238,000.00",Site-Built,Secondary Residence,home,1U,"$5,880.00",EXP,512,CIB,45,,Yes,74.15966387,South,No,36,Moderate,Poor ,
155097,2019,Conforming Loan,Joint,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$246,500.00",4.25%,0.5012,"$3,720.00",360,No,No,No,"$268,000.00",Site-Built,Principal Residence,home,1U,"$4,860.00",CIB,713,EXP,74,,Yes,91.97761194,North,No,47,High,Good ,
64778,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$256,500.00",3.99%,0.3831,$0.00,360,No,No,Yes,"$288,000.00",Site-Built,Principal Residence,home,1U,"$10,380.00",CRIF,542,CIB,35,,Yes,89.0625,South,Yes,27,High,Poor ,
149685,2019,Conforming Loan,Joint,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$216,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$248,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CIB,721,EXP,45,,Yes,87.2983871,South,Yes,39,High,Good ,
25406,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$606,500.00",3.69%,-0.0311,"$4,341.00",360,No,No,No,"$828,000.00",Site-Built,Principal Residence,home,1U,"$7,800.00",CRIF,761,EXP,45,,No,73.24879227,South,No,36,Moderate,Very Good,
70507,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$106,500.00",3.63%,0.3426,"$3,395.22",360,No,No,No,"$138,000.00",Site-Built,Principal Residence,home,1U,"$1,860.00",CRIF,742,EXP,74,,No,77.17391304,South,No,20,Moderate,Very Good,
139139,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$636,500.00",4.25%,0.5805,"$1,691.31",360,No,No,No,"$668,000.00",Site-Built,Principal Residence,home,1U,"$8,580.00",EXP,563,EXP,25,,No,95.28443114,North,No,32,High,Poor ,
116092,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$726,500.00",4.63%,1.2123,$108.50,360,No,No,No,"$798,000.00",Site-Built,Principal Residence,home,1U,"$10,500.00",EXP,858,EXP,25,,No,91.04010025,North,No,43,High,Excellent,
47581,2019,Conforming Loan,Unknown,Pre-Approved,Conventional,Refinancing,Non-Standard,Yes,No,"$126,500.00",6.24%,1.092,$0.00,360,No,Yes,No,"$658,000.00",Site-Built,Principal Residence,home,1U,"$4,440.00",CRIF,519,CIB,65,,Yes,19.22492401,South,No,36,Low,Poor ,
94936,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$266,500.00",3.88%,0.2186,$780.00,360,No,No,No,"$408,000.00",Site-Built,Principal Residence,home,1U,"$5,400.00",EXP,523,EXP,35,,No,65.31862745,North,No,23,Moderate,Poor ,
103350,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Non-Standard,No,No,"$136,500.00",4.50%,0.3137,"$3,193.00",360,No,No,No,"$228,000.00",Site-Built,Principal Residence,home,1U,"$4,380.00",CIB,740,EXP,55,,Yes,59.86842105,South,No,37,Low,Very Good,
163161,2019,Conforming Loan,Male,Pre-Approved,Conventional,Refinancing,Standard,No,No,"$356,500.00",4.00%,0.225,$0.00,360,No,No,No,"$1,528,000.00",Site-Built,Principal Residence,home,1U,"$7,740.00",EXP,811,CIB,65,,No,23.33115183,South,No,46,Low,Excellent,
156238,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$206,500.00",3.99%,0.3831,$0.00,120,No,No,No,"$338,000.00",Site-Built,Principal Residence,home,1U,"$4,440.00",CIB,703,CIB,55,,Yes,61.09467456,South,Yes,49,Moderate,Good ,
150308,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$506,500.00",3.69%,-0.0211,$0.00,360,No,No,No,"$1,008,000.00",Site-Built,Principal Residence,home,1U,"$8,880.00",CIB,717,CIB,45,,No,50.24801587,North,No,26,Low,Good ,
141153,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$156,500.00",3.99%,0.3831,$0.00,240,No,No,No,"$198,000.00",Site-Built,Principal Residence,home,1U,"$3,300.00",CRIF,748,CIB,55,,Yes,79.04040404,North,Yes,55,Moderate,Very Good,
149785,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$476,500.00",3.99%,0.2059,$0.00,360,No,No,No,"$618,000.00",Site-Built,Principal Residence,home,1U,"$8,160.00",EXP,830,CIB,35,,Yes,77.10355987,South,No,45,Moderate,Excellent,
143040,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$646,500.00",4.56%,0.1347,$0.00,360,Yes,No,No,"$818,000.00",Site-Built,Principal Residence,home,1U,"$13,860.00",EXP,525,EXP,25,,No,79.03422983,South,No,47,Moderate,Poor ,
66776,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$346,500.00",3.99%,0.292,$0.00,360,No,No,No,"$358,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",EXP,535,EXP,65,,Yes,96.7877095,North,No,39,High,Poor ,
107242,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$306,500.00",4.75%,0.4306,"$4,620.60",360,Yes,No,No,"$598,000.00",Site-Built,Investment Property,home,2U,"$7,920.00",CRIF,532,CIB,45,,No,51.2541806,North,No,31,Low,Poor ,
123397,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$396,500.00",3.99%,0.3243,"$5,246.75",360,No,No,No,"$768,000.00",Site-Built,Secondary Residence,home,1U,"$11,820.00",EXP,664,EXP,55,,Yes,51.62760417,North,No,44,Low,Fair,
35231,2019,Conforming Loan,Joint,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$486,500.00",3.50%,-0.313,"$2,626.20",360,No,No,No,"$648,000.00",Site-Built,Principal Residence,home,1U,"$18,420.00",CRIF,758,EXP,35,,No,75.07716049,North,No,6,Moderate,Very Good,
159571,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$286,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$4,680.00",EQUI,663,EXP,35,,No,68.54066986,South,Yes,39,Moderate,Fair,
51754,2019,non Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$576,500.00",3.00%,-0.5137,"$12,736.50",360,No,No,No,"$718,000.00",Site-Built,Principal Residence,home,1U,"$8,880.00",EXP,529,EXP,35,,Yes,80.29247911,North,No,24,High,Poor ,
49897,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$246,500.00",4.25%,0.7141,"$6,193.84",324,No,No,No,"$318,000.00",Site-Built,Principal Residence,home,1U,"$4,980.00",EXP,624,CIB,65,,Yes,77.51572327,South,No,39,Moderate,Fair,
81642,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$206,500.00",3.99%,0.3831,$0.00,360,No,No,Yes,"$418,000.00",Site-Built,Investment Property,home,1U,"$3,660.00",EQUI,643,EXP,35,,Yes,49.40191388,Central,Yes,39,Low,Fair,
76416,2019,Conforming Loan,Female,Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$326,500.00",4.38%,-0.0132,$0.00,360,No,No,No,"$428,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CIB,879,CIB,45,,No,76.28504673,South,No,32,Moderate,Excellent,
96073,2019,non Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$126,500.00",4.38%,0.5614,"$3,531.00",360,No,No,No,"$188,000.00",Site-Built,Principal Residence,home,1U,"$1,560.00",CRIF,704,EXP,65,,Yes,67.28723404,Central,No,36,Moderate,Good ,
128938,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$166,500.00",4.75%,0.8921,$818.32,360,No,No,No,"$178,000.00",Site-Built,Principal Residence,home,1U,"$3,060.00",CIB,853,CIB,25,,Yes,93.53932584,South,No,38,High,Excellent,
146425,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$506,500.00",4.75%,0.7184,$0.00,240,Yes,No,No,"$648,000.00",Site-Built,Principal Residence,home,1U,"$10,200.00",CIB,882,EXP,35,,No,78.16358025,South,No,20,Moderate,Excellent,
31163,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$206,500.00",3.99%,0.3831,$0.00,180,No,No,No,"$228,000.00",Site-Built,Principal Residence,home,1U,"$5,280.00",EXP,883,CIB,45,,Yes,90.57017544,South,Yes,43,High,Excellent,
131110,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$246,500.00",3.63%,0.7035,"$6,652.81",240,No,No,No,"$328,000.00",Site-Built,Principal Residence,home,1U,"$8,940.00",CRIF,691,EXP,55,,Yes,75.15243902,North,No,34,Moderate,Good ,
127970,2019,Conforming Loan,Unknown,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$226,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,$0.00,EQUI,525,EXP,25,,No,54.18660287,South,Yes,39,Low,Poor ,
146323,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$186,500.00",3.50%,0.3013,"$5,198.25",180,No,No,No,"$258,000.00",Site-Built,Principal Residence,home,1U,"$4,500.00",CRIF,559,CIB,65,,Yes,72.28682171,Central,No,41,Moderate,Poor ,
135298,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$236,500.00",4.38%,0.5119,"$1,050.00",360,No,No,No,"$258,000.00",Site-Built,Principal Residence,home,1U,"$6,240.00",CRIF,678,CIB,35,,Yes,91.66666667,South,No,37,High,Good ,
130120,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$386,500.00",3.63%,0.4593,$873.59,240,No,Yes,No,"$658,000.00",Site-Built,Principal Residence,home,1U,"$5,580.00",CIB,895,EXP,45,,No,58.73860182,North,No,49,Low,Excellent,
163440,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$456,500.00",3.99%,0.283,$0.00,360,No,No,No,"$568,000.00",Site-Built,Principal Residence,home,1U,"$10,740.00",CIB,870,EXP,35,,No,80.36971831,North,No,30,High,Excellent,
114704,2019,Conforming Loan,Male,Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$136,500.00",4.38%,1.1859,"$4,317.88",360,No,No,No,"$168,000.00",Site-Built,Principal Residence,home,1U,"$3,960.00",CRIF,638,CIB,45,,Yes,81.25,South,No,37,High,Fair,
51073,2019,Conforming Loan,Male,Not Pre-Approved,Veterans Affairs,Home Purchase,Standard,No,No,"$246,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$248,000.00",Site-Built,Principal Residence,home,1U,"$3,780.00",EXP,799,CIB,25,,Yes,99.39516129,North,Yes,59,High,Very Good,
120826,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$126,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$4,440.00",EQUI,547,EXP,55,,Yes,30.26315789,North,Yes,39,Low,Poor ,
115873,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$336,500.00",3.63%,-0.1176,$0.00,360,No,No,No,"$488,000.00",Site-Built,Principal Residence,home,1U,"$5,520.00",CRIF,834,EXP,25,,No,68.95491803,South,No,45,Moderate,Excellent,
68987,2019,Conforming Loan,Male,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$416,500.00",3.88%,0.254,"$1,283.13",360,No,No,No,"$438,000.00",Site-Built,Principal Residence,home,1U,"$15,000.00",CIB,743,CIB,45,,Yes,95.0913242,North,No,19,High,Very Good,
132024,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Home Improvement,Standard,No,No,"$136,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$628,000.00",Site-Built,Principal Residence,home,1U,"$3,780.00",CRIF,797,CIB,65,,Yes,21.73566879,South,Yes,39,Low,Very Good,
113827,2019,Conforming Loan,Unknown,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$176,500.00",3.99%,0.7359,"$5,570.00",360,No,No,No,"$198,000.00",Site-Built,Secondary Residence,home,1U,"$19,020.00",EXP,520,EXP,45,,Yes,89.14141414,South,No,42,High,Poor ,
79862,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$726,500.00",3.50%,-0.0842,"$7,735.27",360,No,No,No,"$1,008,000.00",Site-Built,Principal Residence,home,1U,"$8,820.00",CIB,506,CIB,45,,No,72.0734127,North,No,40,Moderate,Poor ,
68951,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$546,500.00",3.50%,-0.0965,"$6,762.50",360,No,No,No,"$858,000.00",Site-Built,Principal Residence,home,1U,"$7,740.00",CRIF,796,EXP,35,,No,63.69463869,North,No,31,Moderate,Very Good,
42579,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Home Purchase,Standard,No,Yes,"$566,500.00",3.99%,1.0645,"$5,510.00",360,No,No,No,"$588,000.00",Site-Built,Principal Residence,home,1U,"$9,480.00",CIB,598,CIB,45,,Yes,96.34353741,North,No,56,High,Fair,
115949,2019,Conforming Loan,Unknown,Pre-Approved,Conventional,Refinancing,Standard,No,No,"$256,500.00",3.99%,0.437,"$5,950.00",360,No,No,No,"$598,000.00",Site-Built,Principal Residence,home,1U,"$7,440.00",EXP,805,EXP,55,,Yes,42.89297659,South,No,31,Low,Excellent,
105920,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$356,500.00",3.75%,0.0587,"$2,800.00",360,No,No,No,"$548,000.00",Site-Built,Principal Residence,home,1U,"$9,300.00",CIB,685,CIB,35,,No,65.05474453,North,No,25,Moderate,Good ,
27134,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$276,500.00",3.88%,-0.0975,$420.00,360,No,No,No,"$498,000.00",Site-Built,Principal Residence,home,1U,"$7,620.00",CRIF,744,EXP,55,,No,55.52208835,South,No,20,Low,Very Good,
135817,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$486,500.00",3.63%,0.0334,"$11,513.75",360,No,No,No,"$728,000.00",Site-Built,Principal Residence,home,1U,"$10,680.00",CIB,707,CIB,65,,Yes,66.82692308,North,No,49,Moderate,Good ,
95224,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$136,500.00",4.13%,0.1462,"$1,405.34",180,No,No,No,"$168,000.00",Site-Built,Principal Residence,home,1U,"$5,880.00",EXP,750,CIB,55,,No,81.25,North,No,37,High,Very Good,
107090,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$306,500.00",3.99%,0.3398,$58.23,360,No,No,No,"$348,000.00",Site-Built,Principal Residence,home,1U,"$5,640.00",CRIF,701,CIB,55,,No,88.07471264,Central,No,48,High,Good ,
69191,2019,Conforming Loan,Unknown,Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$276,500.00",3.25%,0.2741,"$1,588.66",180,No,No,No,"$378,000.00",Site-Built,Principal Residence,home,1U,"$6,900.00",EXP,552,CIB,35,,Yes,73.14814815,South,No,26,Moderate,Poor ,
171005,2019,Conforming Loan,Unknown,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$166,500.00",3.99%,0.7608,"$2,219.48",360,No,No,No,"$188,000.00",Site-Built,Principal Residence,home,1U,"$3,720.00",CIB,532,CIB,35,,Yes,88.56382979,South,No,37,High,Poor ,
77130,2019,Conforming Loan,Female,Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$326,500.00",3.99%,0.4048,"$1,250.00",360,No,No,No,"$358,000.00",Site-Built,Principal Residence,home,1U,"$9,300.00",EXP,535,EXP,45,,Yes,91.20111732,Central,No,39,High,Poor ,
125519,2019,non Conforming Loan,Male,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$1,006,500.00",4.25%,0.589,"$1,420.00",360,No,No,No,"$1,588,000.00",Site-Built,Principal Residence,home,1U,"$24,000.00",CRIF,698,CIB,45,,No,63.38161209,South,No,37,Moderate,Good ,
155560,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$256,500.00",4.38%,0.1616,$0.00,180,No,No,No,"$488,000.00",Site-Built,Secondary Residence,home,1U,"$14,100.00",CRIF,808,EXP,55,,Yes,52.56147541,South,No,36,Low,Excellent,
58346,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$176,500.00",4.38%,0.4985,"$4,356.25",360,No,No,No,"$328,000.00",Site-Built,Principal Residence,home,1U,"$3,480.00",CRIF,784,CIB,45,,Yes,53.81097561,South,No,32,Low,Very Good,
82554,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$186,500.00",4.99%,1.1414,$0.00,360,No,No,No,"$228,000.00",Site-Built,Principal Residence,home,1U,"$2,460.00",CRIF,894,EXP,65,,Yes,81.79824561,North,No,42,High,Excellent,
33120,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$306,500.00",3.75%,0.2273,"$2,411.06",360,No,No,No,"$528,000.00",Site-Built,Principal Residence,home,1U,"$3,660.00",CIB,840,CIB,45,,Yes,58.04924242,North,No,41,Low,Excellent,
33285,2019,Conforming Loan,Joint,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$266,500.00",3.25%,0.5362,$0.00,360,No,No,No,"$268,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CRIF,661,EXP,25,,No,99.44029851,North,No,39,High,Fair,
140073,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$86,500.00",4.13%,1.4875,"$2,654.00",240,No,No,No,"$148,000.00",Site-Built,Principal Residence,home,1U,"$3,420.00",CIB,730,CIB,35,,Yes,58.44594595,South,No,20,Low,Good ,
54128,2019,Conforming Loan,Joint,Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$446,500.00",3.63%,-0.0745,"$4,400.00",360,No,No,No,"$558,000.00",Site-Built,Principal Residence,home,1U,"$9,360.00",CIB,639,EXP,35,,No,80.01792115,North,No,41,High,Fair,
26489,2019,Conforming Loan,Male,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$186,500.00",4.75%,0.3412,"$2,071.50",360,No,No,No,"$198,000.00",Site-Built,Principal Residence,home,1U,"$2,700.00",EXP,745,CIB,25,,Yes,94.19191919,South,No,39,High,Very Good,
128859,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$316,500.00",4.00%,-0.2479,"$3,324.06",360,No,No,No,"$438,000.00",Site-Built,Principal Residence,home,1U,"$6,420.00",CRIF,699,CIB,35,,No,72.26027397,North,No,35,Moderate,Good ,
172261,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$606,500.00",3.99%,0.3811,"$6,586.63",360,No,No,No,"$808,000.00",Site-Built,Principal Residence,home,1U,"$5,940.00",EXP,627,CIB,65,,Yes,75.06188119,South,No,43,Moderate,Fair,
160710,2019,Conforming Loan,Joint,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$536,500.00",4.50%,0.4553,$295.00,360,No,No,No,"$668,000.00",Site-Built,Principal Residence,home,1U,"$9,720.00",CRIF,848,EXP,25,,Yes,80.31437126,North,No,33,High,Excellent,
134082,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$286,500.00",4.38%,0.2717,$0.00,360,No,No,No,"$368,000.00",Site-Built,Principal Residence,home,1U,"$9,780.00",CIB,521,EXP,25,,No,77.85326087,North,No,25,Moderate,Poor ,
33627,2019,Conforming Loan,Male,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$276,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$308,000.00",Site-Built,Principal Residence,home,1U,"$4,740.00",CRIF,534,CIB,45,,Yes,89.77272727,North,Yes,47,High,Poor ,
71752,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Non-Standard,No,No,"$246,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Secondary Residence,home,1U,"$5,580.00",EQUI,714,EXP,65,,No,58.97129187,North,Yes,39,Low,Good ,
169865,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$356,500.00",4.38%,-0.113,$0.00,360,Yes,No,No,"$738,000.00",Site-Built,Principal Residence,home,1U,"$5,520.00",CIB,545,EXP,65,,No,48.30623306,North,No,37,Low,Poor ,
137006,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$596,500.00",4.38%,1.217,$0.00,240,No,No,No,"$998,000.00",Site-Built,Principal Residence,home,1U,"$9,720.00",EXP,755,EXP,35,,No,59.76953908,North,No,38,Low,Very Good,
128885,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$326,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$6,600.00",EQUI,827,EXP,65,,No,78.11004785,North,Yes,39,Moderate,Excellent,
72716,2019,non Conforming Loan,Unknown,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$936,500.00",3.75%,-0.4804,$0.00,360,No,No,No,"$1,188,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CRIF,673,CIB,35,,No,78.82996633,South,No,39,Moderate,Good ,
37174,2019,Conforming Loan,Unknown,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$76,500.00",4.25%,1.2407,"$1,962.50",180,No,No,No,"$98,000.00",Site-Built,Secondary Residence,home,1U,"$4,020.00",CRIF,697,CIB,45,,Yes,78.06122449,South,No,45,Moderate,Good ,
119946,2019,Conforming Loan,Female,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$396,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$498,000.00",Site-Built,Principal Residence,home,1U,"$4,800.00",CIB,599,CIB,35,,No,79.6184739,North,Yes,44,Moderate,Fair,
127196,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$456,500.00",3.63%,0.1628,"$6,897.95",360,No,No,No,"$508,000.00",Site-Built,Principal Residence,home,1U,"$10,140.00",CRIF,590,EXP,35,,Yes,89.86220472,South,No,23,High,Fair,
133045,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$466,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$538,000.00",Site-Built,Principal Residence,home,1U,"$5,460.00",CIB,787,EXP,45,,Yes,86.71003717,North,Yes,57,High,Very Good,
29044,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$356,500.00",3.99%,0.1451,"$11,348.44",360,No,No,No,"$558,000.00",Site-Built,Principal Residence,home,1U,"$4,320.00",CIB,604,EXP,55,,Yes,63.88888889,Central,No,37,Moderate,Fair,
29364,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$356,500.00",4.63%,0.6242,"$1,692.34",360,No,No,No,"$378,000.00",Site-Built,Principal Residence,home,1U,"$11,760.00",CIB,805,EXP,35,,Yes,94.31216931,North,No,6,High,Excellent,
65508,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$416,500.00",3.50%,0.5655,"$6,729.13",180,No,No,No,"$558,000.00",Site-Built,Principal Residence,home,1U,"$5,280.00",CIB,636,EXP,65,,Yes,74.64157706,North,No,46,Moderate,Fair,
77291,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$176,500.00",3.63%,0.5625,"$1,730.00",360,No,No,No,"$248,000.00",Site-Built,Principal Residence,home,1U,"$4,200.00",CIB,668,CIB,55,,Yes,71.16935484,North,No,42,Moderate,Fair,
62815,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$586,500.00",4.00%,-0.2872,"$1,588.52",360,No,No,No,"$758,000.00",Site-Built,Principal Residence,home,1U,"$6,300.00",CRIF,601,EXP,35,,No,77.37467018,North,No,60,Moderate,Fair,
169296,2019,Conforming Loan,Unknown,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$296,500.00",4.13%,0.4675,"$4,000.00",360,No,No,No,"$368,000.00",Site-Built,Principal Residence,home,1U,"$5,460.00",CIB,851,CIB,65,,Yes,80.57065217,South,No,27,High,Excellent,
93949,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$526,500.00",4.00%,0.2766,"$3,033.27",360,No,Yes,No,"$698,000.00",Site-Built,Principal Residence,home,1U,"$7,200.00",CRIF,742,CIB,35,,No,75.42979943,North,No,40,Moderate,Very Good,
