ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
78068,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,486500,5.5,1.0117,0,360,neg_amm,not_int,not_lpsm,548000,sb,pr,home,1U,6000,CIB,549,EXP,65-74,to_inst,88.77737226,south,direct,0,52
26407,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,136500,3.5,0.7639,4062.5,180,not_neg,int_only,not_lpsm,198000,sb,pr,home,1U,5280,CIB,517,CIB,35-44,to_inst,68.93939394,North,direct,0,29
71329,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,326500,3.375,0.4408,6800,180,not_neg,not_int,not_lpsm,468000,sb,pr,home,1U,4500,CIB,805,CIB,45-54,not_inst,69.76495726,North,direct,0,44
99240,2019,ncf,Joint,pre,type1,p1,l1,nopc,nob/c,216500,4.5,0.347,891.4,360,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,3900,CIB,519,EXP,45-54,not_inst,80.78358209,North,direct,0,37
125394,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,296500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,758,EXP,55-64,to_inst,,south,direct,1,
126678,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,656500,,,,360,not_neg,not_int,not_lpsm,908000,sb,pr,home,1U,6060,CRIF,760,CIB,65-74,to_inst,72.30176211,North,direct,1,49
167090,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,346500,3.625,0.1975,11283.75,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1U,4680,EXP,647,CIB,55-64,to_inst,65.625,south,direct,0,33
71810,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,106500,4.99,0.8455,1150,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,2880,CRIF,618,CIB,65-74,to_inst,56.64893617,south,direct,0,20
124122,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,356500,3.625,0.6269,0,360,not_neg,int_only,not_lpsm,408000,sb,pr,home,1U,,CRIF,647,CIB,35-44,to_inst,87.37745098,south,direct,0,
40017,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,386500,3.5,0.0903,5050,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,6360,CIB,582,CIB,35-44,to_inst,97.11055276,North,direct,0,40
115411,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,386500,3.625,0.0556,8395,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1U,5940,CIB,789,CIB,55-64,to_inst,62.54045307,south,direct,0,32
157383,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,236500,,,,360,not_neg,int_only,not_lpsm,258000,sb,pr,home,1U,6180,EXP,620,EXP,45-54,to_inst,91.66666667,south,direct,1,46
58904,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,246500,3.875,0.4222,3387.75,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,2880,CIB,763,EXP,55-64,not_inst,75.15243902,North,direct,0,42
108701,2019,ncf,Female,nopre,type1,p3,l1,nopc,nob/c,276500,3.99,0.4976,5975,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,4080,EXP,548,EXP,55-64,to_inst,69.47236181,south,direct,0,42
49533,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,306500,,,,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,6360,CIB,696,CIB,35-44,not_inst,62.80737705,North,direct,1,31
112531,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,196500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3360,EQUI,749,EXP,65-74,to_inst,,south,direct,1,
162975,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,206500,3.99,0.165,0,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,2460,CIB,782,CIB,25-34,not_inst,94.72477064,North,direct,0,49
134111,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,476500,3.75,-0.424,7500,360,not_neg,not_int,not_lpsm,648000,sb,pr,home,1U,7020,CIB,619,EXP,25-34,not_inst,73.53395062,North,direct,0,49
39499,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,306500,4.5,0.3404,,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,6480,EXP,527,CIB,35-44,to_inst,73.32535885,south,direct,0,38
139089,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,326500,3.75,0.0251,0,360,not_neg,not_int,not_lpsm,2768000,sb,pr,home,1U,6360,CRIF,531,EXP,45-54,not_inst,11.79552023,south,direct,0,42
80902,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,156500,3.5,0.6486,5562.5,144,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,4800,CRIF,807,EXP,65-74,to_inst,47.71341463,south,direct,0,31
130566,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,426500,,,,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,5820,CRIF,773,CIB,35-44,not_inst,107.160804,North,direct,1,49
92854,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,106500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,1440,EQUI,659,EXP,>74,to_inst,,North,direct,1,
39128,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,126500,4.25,0.7501,3160.94,156,neg_amm,not_int,not_lpsm,168000,sb,pr,home,1U,4860,EXP,640,CIB,65-74,to_inst,75.29761905,central,direct,0,32
124276,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,236500,4.56,0.4469,4025,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,3240,CRIF,645,EXP,35-44,to_inst,79.36241611,North,direct,0,46
61557,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,206500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6240,EQUI,518,EXP,55-64,to_inst,,south,direct,1,
107669,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,156500,4.125,1.4059,3627.08,180,not_neg,not_int,not_lpsm,258000,sb,ir,home,1U,4740,EXP,817,CIB,65-74,to_inst,60.65891473,North,direct,0,37
105189,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,206500,3.625,0.3193,269.31,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,5640,CRIF,877,CIB,25-34,not_inst,86.76470588,North,direct,0,23
99599,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,146500,,,,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1U,4380,EXP,515,CIB,45-54,to_inst,70.43269231,south,direct,1,31
38736,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,186500,3.99,0.009,5622.13,300,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,3120,EXP,669,CIB,65-74,to_inst,69.58955224,south,direct,0,45
127106,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,266500,3.75,0.8069,5297.38,204,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,9360,EXP,800,CIB,45-54,to_inst,81.25,North,direct,0,21
170157,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,166500,,,,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,4320,CRIF,728,CIB,65-74,to_inst,64.53488372,North,direct,1,7
156403,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,376500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6000,EQUI,724,EXP,45-54,to_inst,,North,direct,1,
115616,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,356500,3.99,0.4326,8340.4,360,not_neg,not_int,not_lpsm,598000,sb,pr,home,1U,6540,CIB,811,CIB,55-64,to_inst,59.61538462,south,direct,0,34
172437,2019,cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,216500,4.875,1.5951,1688.75,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,3180,CRIF,544,CIB,55-64,to_inst,99.31192661,south,direct,0,55
138751,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,456500,3.625,0.169,567.07,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,5160,CRIF,713,EXP,45-54,not_inst,89.86220472,North,direct,0,47
172590,2019,,Joint,nopre,type1,p4,l1,nopc,nob/c,126500,4.875,0.9598,1726.35,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1U,8760,CRIF,867,EXP,45-54,to_inst,85.47297297,North,direct,0,41
114470,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,156500,4.75,1.2645,3998,360,not_neg,int_only,not_lpsm,198000,sb,pr,home,1U,4020,CIB,895,EXP,45-54,to_inst,79.04040404,south,direct,0,46
31823,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,316500,3.125,0.6369,0,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,3120,CRIF,549,CIB,45-54,not_inst,96.49390244,North,direct,0,49
127396,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,456500,3.375,0.1105,0,180,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,15720,CIB,831,EXP,55-64,to_inst,78.97923875,North,direct,0,25
119663,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,166500,4.25,0.7182,3850,360,not_neg,int_only,not_lpsm,268000,sb,pr,home,1U,4200,CRIF,711,CIB,65-74,to_inst,62.12686567,North,direct,0,33
127053,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,,,,360,not_neg,not_int,not_lpsm,608000,sb,ir,home,1U,17640,CIB,657,EXP,55-64,not_inst,58.63486842,south,direct,1,28
56096,2019,cf,Joint,nopre,type2,p2,l1,nopc,b/c,366500,,,,360,neg_amm,not_int,not_lpsm,438000,sb,pr,home,1U,2640,CIB,676,EXP,35-44,to_inst,83.67579909,south,direct,1,51
128746,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,446500,4.125,-0.152,995,360,neg_amm,not_int,not_lpsm,498000,sb,pr,home,1U,4680,EXP,683,EXP,45-54,not_inst,89.65863454,North,direct,0,45
68808,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,126500,3.75,0.8636,2668.13,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,1620,EXP,751,CIB,35-44,to_inst,75.29761905,south,direct,0,54
87779,2019,ncf,Male,nopre,type1,p2,l1,nopc,nob/c,266500,3.99,0.5357,2255,180,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,7260,CRIF,824,CIB,65-74,to_inst,55.75313808,North,direct,0,30
137560,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,646500,3.625,0.088,1661.19,360,neg_amm,int_only,not_lpsm,748000,sb,pr,home,1U,9900,CRIF,547,EXP,35-44,not_inst,86.43048128,North,direct,0,25
80092,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,186500,5.625,1.112,151.78,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,3120,CRIF,590,CIB,55-64,to_inst,85.55045872,south,direct,0,36
79359,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,326500,5.125,0.3742,0,360,not_neg,not_int,not_lpsm,548000,sb,ir,home,1U,6840,EXP,523,CIB,45-54,not_inst,59.58029197,North,direct,0,36
86188,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,216500,3.75,0.7412,3449,240,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,3960,EXP,720,CIB,45-54,to_inst,75.17361111,south,direct,0,45
150845,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,4.5,1.4545,1250,240,not_neg,not_int,not_lpsm,278000,sb,sr,home,1U,34620,EXP,578,CIB,35-44,to_inst,74.28057554,North,direct,0,44
102631,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,346500,4,0.284,0,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1U,4080,CIB,675,EXP,25-34,not_inst,89.30412371,North,direct,0,49
123151,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,216500,3.5,1.5153,5638.54,180,not_neg,int_only,not_lpsm,268000,sb,pr,home,1U,6660,CRIF,880,EXP,35-44,to_inst,80.78358209,North,direct,0,39
71630,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,386500,3.5,0.1234,11434,336,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,8220,CIB,848,EXP,35-44,to_inst,76.08267717,south,direct,0,41
44685,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,196500,4.56,0.6346,2712,276,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,4920,CIB,689,EXP,45-54,to_inst,82.56302521,south,direct,0,38
128374,2019,cf,Joint,pre,type3,p4,l1,nopc,nob/c,246500,3.375,-0.4535,145.61,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,,EXP,898,EXP,65-74,to_inst,95.54263566,North,direct,0,
141203,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,236500,3.99,0.5273,5005,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1U,3120,CIB,632,CIB,65-74,to_inst,60.95360825,south,direct,0,30
67440,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,426500,3.99,0.2422,5497,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,8340,CRIF,598,EXP,45-54,to_inst,76.43369176,North,direct,0,24
162675,2019,,Female,nopre,type1,p1,l1,nopc,nob/c,126500,,,,360,neg_amm,not_int,not_lpsm,168000,sb,pr,home,1U,2580,CRIF,604,CIB,65-74,not_inst,75.29761905,North,direct,1,39
41290,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,426500,3.5,-0.0963,0,324,neg_amm,not_int,not_lpsm,498000,sb,pr,home,1U,8280,CRIF,651,CIB,25-34,not_inst,85.64257028,North,direct,0,32
120179,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,226500,3.75,0.216,5071.39,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,2700,CRIF,624,CIB,25-34,not_inst,73.53896104,south,direct,0,49
166350,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,426500,4.25,0.1514,0,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,6480,EXP,563,CIB,25-34,not_inst,89.22594142,North,direct,0,44
150787,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,316500,3.625,0.3283,289.79,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,6960,EXP,870,CIB,55-64,not_inst,96.49390244,south,direct,0,47
46086,2019,cf,Male,nopre,type3,p1,l1,nopc,nob/c,446500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,7020,EQUI,673,EXP,45-54,to_inst,,central,direct,1,
88928,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,166500,4.75,0.5915,1362.19,360,neg_amm,not_int,not_lpsm,178000,sb,pr,home,1U,2340,CIB,867,CIB,25-34,to_inst,93.53932584,North,direct,0,31
158970,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,266500,,,,300,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,,CRIF,610,CIB,45-54,to_inst,81.25,North,direct,1,
109869,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,436500,4.125,0.2258,7833.6,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,5820,CRIF,808,CIB,35-44,not_inst,85.92519685,North,direct,0,36
78669,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,186500,3.5,0.3227,3593.68,144,not_neg,not_int,not_lpsm,248000,sb,pr,home,1U,6300,CIB,644,CIB,55-64,to_inst,75.2016129,North,direct,0,38
88004,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,466500,4.75,0.362,0,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,10800,CRIF,844,EXP,55-64,to_inst,80.70934256,North,direct,0,31
141138,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,236500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2640,EQUI,882,EXP,>74,to_inst,,North,direct,1,
101454,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,376500,3.125,0.4458,10691.3,180,not_neg,not_int,not_lpsm,568000,sb,pr,home,1U,10800,EXP,753,EXP,45-54,to_inst,66.28521127,North,direct,0,31
117699,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,376500,,,,360,not_neg,not_int,lpsm,458000,sb,pr,home,1U,6960,CIB,745,CIB,35-44,to_inst,82.20524017,south,direct,1,35
114905,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,196500,,,,360,not_neg,not_int,not_lpsm,248000,sb,pr,home,1U,4980,CRIF,895,EXP,65-74,to_inst,79.23387097,North,direct,1,37
62111,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,406500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,769,EXP,45-54,to_inst,,North,direct,1,
141870,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,166500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2400,EQUI,862,EXP,>74,to_inst,,south,direct,1,
170865,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,356500,4.125,0.2127,8404.01,360,not_neg,not_int,not_lpsm,468000,sb,pr,home,1U,22620,CRIF,638,EXP,45-54,to_inst,76.17521368,south,direct,0,17
64950,2019,cf,Joint,pre,type3,p1,l1,nopc,nob/c,136500,3.375,-0.1609,4139.1,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1U,2460,EXP,638,EXP,55-64,to_inst,98.91304348,south,direct,0,51
50340,2019,,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,426500,4.125,0.0249,0,360,not_neg,not_int,not_lpsm,708000,sb,pr,home,1U,3840,CIB,559,CIB,45-54,not_inst,60.24011299,south,direct,0,49
141518,2019,cf,Female,pre,type1,p4,l1,nopc,nob/c,256500,4.25,0.7868,3695.3,360,not_neg,not_int,not_lpsm,428000,sb,pr,home,1U,4620,CIB,796,CIB,35-44,to_inst,59.92990654,North,direct,0,47
154943,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,486500,3.5,0.227,16991.38,360,not_neg,not_int,not_lpsm,768000,sb,pr,home,1U,5400,CRIF,735,EXP,35-44,to_inst,63.34635417,south,direct,0,39
92784,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,86500,3.99,1.3176,2266.75,180,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,5580,CIB,574,EXP,35-44,to_inst,46.0106383,south,direct,0,26
48513,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,226500,4,0.9193,1525.59,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,6900,CRIF,753,EXP,35-44,not_inst,95.16806723,North,direct,0,21
53384,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,426500,,,,180,not_neg,not_int,not_lpsm,1448000,sb,ir,home,2U,8280,EXP,644,EXP,55-64,not_inst,29.45441989,North,direct,1,32
164009,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,266500,4.125,0.589,4214.38,324,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,11460,CRIF,877,EXP,45-54,to_inst,81.25,North,direct,0,25
38118,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,706500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,728,EXP,25-34,not_inst,,south,direct,1,
37326,2019,cf,Sex Not Available,nopre,type2,p1,l2,nopc,b/c,166500,4.75,1.5417,1592.25,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,4680,CIB,793,EXP,25-34,to_inst,99.10714286,south,direct,0,37
60711,2019,cf,Female,nopre,type3,p1,l1,nopc,nob/c,226500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3840,EQUI,807,EXP,35-44,to_inst,,North,direct,1,
169570,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,216500,,,,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,3300,CIB,526,CIB,55-64,to_inst,77.87769784,south,direct,1,38
35826,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,156500,3.875,0.1423,989.5,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,3300,CRIF,525,EXP,65-74,not_inst,42.52717391,North,direct,0,42
28090,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,506500,,,,360,not_neg,not_int,lpsm,768000,sb,pr,home,1U,3060,CRIF,850,CIB,65-74,not_inst,65.95052083,North,direct,1,39
128897,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,426500,4.375,0.0943,8813.5,360,neg_amm,not_int,not_lpsm,568000,sb,pr,home,1U,8460,EXP,683,EXP,45-54,to_inst,75.08802817,North,direct,0,47
162561,2019,,Joint,nopre,type2,p1,l1,nopc,b/c,516500,,,,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1U,5760,CIB,778,EXP,35-44,not_inst,97.8219697,North,direct,1,27
136496,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,286500,,,,348,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,1260,CRIF,801,EXP,55-64,to_inst,68.54066986,North,direct,1,44
50117,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,4.875,0.4685,4945,360,not_neg,not_int,not_lpsm,668000,sb,ir,home,1U,7500,CIB,720,CIB,>74,to_inst,41.39221557,south,direct,0,39
100140,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,446500,3.625,-0.0171,0,360,not_neg,not_int,not_lpsm,1328000,sb,pr,home,1U,8460,CIB,726,EXP,65-74,not_inst,33.62198795,North,direct,0,45
166950,2019,cf,Female,pre,type2,p1,l2,nopc,b/c,136500,4.5,1.8989,1799.83,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1U,1980,CRIF,578,CIB,35-44,to_inst,98.91304348,central,direct,0,44
135705,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,226500,,,,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,5700,CIB,571,EXP,25-34,to_inst,78.64583333,North,direct,1,33
140849,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,366500,3.875,0.3935,12054.38,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,5760,CIB,671,EXP,65-74,to_inst,73.59437751,North,direct,0,35
140053,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,176500,3.99,0.563,3000,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,2460,CRIF,685,CIB,65-74,to_inst,55.50314465,south,direct,0,34
80864,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,196500,6.125,1.3348,45,360,not_neg,not_int,not_lpsm,248000,sb,ir,home,1U,7020,CIB,834,EXP,35-44,to_inst,79.23387097,south,direct,0,48
153354,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,276500,4.25,1.0677,157.75,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,4260,CIB,760,EXP,35-44,not_inst,99.46043165,central,direct,0,45
112515,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,156500,4.25,0.6659,2820,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,1740,CRIF,728,CIB,65-74,to_inst,65.75630252,North,direct,0,44
126633,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,156500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6420,EQUI,813,EXP,65-74,to_inst,,North,direct,1,
171885,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,176500,4.75,0.4624,2025,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,3960,CRIF,670,EXP,45-54,to_inst,47.96195652,south,direct,0,33
89513,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,216500,4.25,0.3593,5125,180,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,3660,CIB,886,CIB,55-64,to_inst,80.78358209,south,direct,0,42
127890,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,276500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,2580,EQUI,615,EXP,65-74,to_inst,,south,direct,1,
83135,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,726500,4.25,0.1671,3775.71,360,not_neg,not_int,not_lpsm,818000,sb,pr,home,1U,10380,EXP,884,CIB,35-44,not_inst,88.81418093,North,direct,0,32
98839,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,176500,3.5,0.0311,3800,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,2880,CIB,703,CIB,45-54,to_inst,68.41085271,south,direct,0,40
120312,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,3.875,0.3347,3011.64,360,not_neg,not_int,not_lpsm,268000,sb,ir,home,1U,11700,CIB,539,CIB,25-34,not_inst,77.05223881,south,direct,0,33
141240,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,686500,3.99,0.2122,22.04,360,not_neg,not_int,not_lpsm,868000,sb,pr,home,1U,7200,CRIF,650,EXP,35-44,not_inst,79.08986175,North,direct,0,47
89649,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,206500,3.99,0.4461,5285,360,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,3000,EXP,700,CIB,65-74,to_inst,77.05223881,south,direct,0,35
121160,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,386500,2.99,-0.7221,0,360,not_neg,not_int,not_lpsm,548000,sb,pr,home,1U,6720,CIB,541,EXP,55-64,not_inst,70.52919708,North,direct,0,58
76617,2019,cf,Joint,nopre,type3,p1,l1,nopc,nob/c,196500,4.25,0.3671,0,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,3420,EXP,795,EXP,55-64,not_inst,104.5212766,North,direct,0,31
104567,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,396500,3.5,-0.0833,0,360,not_neg,not_int,not_lpsm,688000,sb,pr,home,1U,5220,CIB,620,EXP,35-44,not_inst,57.63081395,south,direct,0,40
51233,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,676500,3.875,-0.302,1869.02,360,not_neg,not_int,not_lpsm,1478000,sb,pr,home,1U,13920,EXP,857,CIB,55-64,not_inst,45.77131258,south,direct,0,38
134484,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,246500,3.875,0.2687,5670.8,300,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,6120,EXP,810,CIB,35-44,to_inst,80.03246753,south,direct,0,30
113733,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,436500,3.99,0.2942,5758.67,360,not_neg,not_int,not_lpsm,548000,sb,pr,home,1U,9120,CIB,651,CIB,45-54,to_inst,79.65328467,south,direct,0,37
85811,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,4.125,0.254,5545,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,2280,EXP,556,CIB,45-54,not_inst,59.92063492,North,direct,0,49
